,Unnamed: 0,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,Approve,Reject
89,89,388CL5C1SNY3W2E6EL84SNQHZI9HLY,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,32Z9ZLUT1QVDO7EWHGTX9OQX5ZIHOS,A4QDCBGN79832,Submitted,Fri Apr 17 13:35:16 PDT 2020,Fri Apr 17 13:48:27 PDT 2020,Mon Apr 20 13:48:27 PDT 2020,,,,791,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153801_r0_w0_2020-02-25_11-33-22.jpg,"[{""height"":47,""label"":""Car"",""left"":300,""top"":322,""width"":45}]",576,704,x,
90,90,3RWB1RTQENY0UCSB3975WR6219KP8P,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3018Q3ZVON11BXYY3209MX8Y3RCARJ,A17QLTKXOMAPP,Submitted,Fri Apr 17 13:29:46 PDT 2020,Fri Apr 17 13:30:15 PDT 2020,Mon Apr 20 13:30:15 PDT 2020,,,,29,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0158404_r0_w0_2020-02-23_12-25-56.jpg,"[{""height"":34,""label"":""Car"",""left"":338,""top"":141,""width"":42}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
91,91,3D3B8GE8A6208HBL81DJWN1DLF2P9E,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:19 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:19 PDT 2020,,,3ON104KXQP7RH4Z3TV0OWTUF3WUW4W,A2YBRWIUM45CAJ,Submitted,Fri Apr 17 13:28:09 PDT 2020,Fri Apr 17 13:28:28 PDT 2020,Mon Apr 20 13:28:28 PDT 2020,,,,19,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0158404_r0_w0_2020-02-24_08-25-56.jpg,"[{""height"":36,""label"":""Car"",""left"":382,""top"":160,""width"":54},{""height"":44,""label"":""Van"",""left"":69,""top"":146,""width"":53}]",576,704,x,
92,92,3O71U79SSF0CSTA7PRLIWEC88YGMSQ,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:19 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:19 PDT 2020,,,35LDD5557FFGQUUSALHHUCHK2G7MKM,A4QDCBGN79832,Submitted,Fri Apr 17 13:34:30 PDT 2020,Fri Apr 17 13:44:05 PDT 2020,Mon Apr 20 13:44:05 PDT 2020,,,,575,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0158404_r0_w0_2020-02-24_09-25-56.jpg,"[{""height"":55,""label"":""Car"",""left"":307,""top"":286,""width"":72}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
93,93,3OB6JN3AAU00REAUA2LD647CMWXRM7,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:19 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:19 PDT 2020,,,304SM51WA8FIVM33O50A7IX07BGBS3,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:46 PDT 2020,Fri Apr 17 13:39:59 PDT 2020,Mon Apr 20 13:39:59 PDT 2020,,,,373,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0158404_r0_w0_2020-02-24_13-25-56.jpg,"[{""height"":40,""label"":""Car"",""left"":89,""top"":165,""width"":47},{""height"":32,""label"":""Car"",""left"":111,""top"":139,""width"":40},{""height"":32,""label"":""Car"",""left"":10,""top"":119,""width"":39},{""height"":74,""label"":""Car"",""left"":665,""top"":473,""width"":37},{""height"":30,""label"":""Car"",""left"":683,""top"":268,""width"":21}]",576,704,x,
94,94,3RIHDBQ1OI9N2KWREX9JS056ZNZHM0,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:19 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:19 PDT 2020,,,3ND9UOO81PDNFC6OZNZ5IAWQPIPWLP,A17QLTKXOMAPP,Submitted,Fri Apr 17 13:30:16 PDT 2020,Fri Apr 17 13:30:51 PDT 2020,Mon Apr 20 13:30:51 PDT 2020,,,,35,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0158404_r0_w0_2020-02-24_16-01-56.jpg,"[{""height"":70,""label"":""Car"",""left"":607,""top"":453,""width"":97}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
95,95,3T6EIBTMAPZ7QWFOBO9M2NN2SBKAAY,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:19 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:19 PDT 2020,,,386PBUZZXK819S6PSOGQTK2INMGLJJ,AJ5FIYV8LK6XP,Submitted,Fri Apr 17 13:28:47 PDT 2020,Fri Apr 17 13:30:10 PDT 2020,Mon Apr 20 13:30:10 PDT 2020,,,,83,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0158404_r0_w0_2020-02-24_18-25-56.jpg,[],576,704,x,
96,96,3KL228NDNZXEC01D9FELSN11VIRKGZ,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:19 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:19 PDT 2020,,,3M81GAB8A5U6I6OQW1B5CIIZPNZQBX,AWS0W79XZZ01O,Submitted,Fri Apr 17 14:32:51 PDT 2020,Fri Apr 17 15:09:05 PDT 2020,Mon Apr 20 15:09:05 PDT 2020,,,,2174,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0158404_r0_w0_2020-02-24_23-25-56.jpg,[],576,704,x,
97,97,3TC2K6WKAKD425R51BWT0EY9QZS82L,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:19 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:19 PDT 2020,,,33LKR6A5KJVIXOYQB8CBBBGDNI31TZ,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:29:26 PDT 2020,Fri Apr 17 13:29:48 PDT 2020,Mon Apr 20 13:29:48 PDT 2020,,,,22,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0158404_r0_w0_2020-02-25_04-25-56.jpg,"[{""height"":29,""label"":""Car"",""left"":330,""top"":141,""width"":45},{""height"":31,""label"":""Car"",""left"":70,""top"":38,""width"":36}]",576,704,x,
98,98,3TD33TP5EPDC96KGH29IXY78AT5ABT,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:19 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:19 PDT 2020,,,33NF62TLXODQPMO77O4PEKP3YMCJKF,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:29 PDT 2020,Fri Apr 17 13:36:56 PDT 2020,Mon Apr 20 13:36:56 PDT 2020,,,,207,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0158404_r0_w0_2020-02-25_08-10-17.jpg,"[{""height"":29,""label"":""Car"",""left"":202,""top"":77,""width"":34}]",576,704,x,
99,99,3D1UCPY6HKKTNNNO5BAYJO31WDS83W,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:19 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:19 PDT 2020,,,3LKC68YZ3FEVLX9LCFFXAR0KKNUWO6,AIP7PSW2429JL,Submitted,Fri Apr 17 13:30:27 PDT 2020,Fri Apr 17 13:31:08 PDT 2020,Mon Apr 20 13:31:08 PDT 2020,,,,41,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0158404_r0_w0_2020-02-25_08-46-17.jpg,"[{""height"":23,""label"":""Car"",""left"":47,""top"":50,""width"":25},{""height"":32,""label"":""Car"",""left"":295,""top"":125,""width"":36},{""height"":25,""label"":""Car"",""left"":200,""top"":74,""width"":32}]",576,704,x,
