HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url_0,Input.threadNum,Input.annotation,Input.accepted,Answer.annotatedResult_0.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,Approve,Reject
32TMVRKDHR9E5J6S5PFHTTV7B8184L,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:53 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:53 PDT 2020,,,3RSDURM96FXDYBRWX2UPQCRMWA2EY0,A2O4TQTT57L48Q,Submitted,Mon May 25 11:58:38 PDT 2020,Mon May 25 11:59:44 PDT 2020,Mon Jun 01 11:59:44 PDT 2020,,,,66,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150309_r0_w0_2020-03-17_01-58-14.jpg,2,,False,[],576,704,x,
302U8RURK3CY23CBVN5NKGLFDNWVN7,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:46 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:46 PDT 2020,,,3UN61F00H1045RMH869SEMSCGUK5RK,A2QL5NJE4GDGX9,Submitted,Mon May 25 11:37:37 PDT 2020,Mon May 25 11:38:42 PDT 2020,Mon Jun 01 11:38:42 PDT 2020,,,,65,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r2_w1_2020-05-02_13-55-18.jpg,2,,False,"[{""height"":109,""label"":""Car"",""left"":245,""top"":334,""width"":116},{""height"":40,""label"":""Car"",""left"":316,""top"":163,""width"":49},{""height"":38,""label"":""Van"",""left"":381,""top"":118,""width"":38},{""height"":22,""label"":""Truck"",""left"":438,""top"":86,""width"":20}]",576,704,x,
3EFNPKWBNWZB5YILA7XJQ9XJEAT308,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:50 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:50 PDT 2020,,,3D3VGR7TA5Q1RCZDUNLZZPUS2YZ3RY,A3GADL9NKRV8PU,Submitted,Mon May 25 12:06:30 PDT 2020,Mon May 25 12:07:43 PDT 2020,Mon Jun 01 12:07:43 PDT 2020,,,,73,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r2_w1_2020-03-06_01-54-08.jpg,2,,False,[],576,720,x,
3XU9MCX6WSNAKA610K2TRVTEHMT2RV,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:46 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:46 PDT 2020,,,38JBBYETQTLX04DC8V6IANNF19Z4E1,AP9QHU7EJQEPR,Submitted,Mon May 25 11:38:08 PDT 2020,Mon May 25 11:39:12 PDT 2020,Mon Jun 01 11:39:12 PDT 2020,,,,64,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r2_w2_2020-03-03_13-58-01.jpg,2,,False,"[{""height"":37,""label"":""Car"",""left"":323,""top"":150,""width"":45},{""height"":8,""label"":""Car"",""left"":461,""top"":67,""width"":12},{""height"":12,""label"":""Car"",""left"":425,""top"":61,""width"":12},{""height"":67,""label"":""Car"",""left"":96,""top"":503,""width"":157}]",576,704,x,
3Q7TKIAPPXLMKM94SPPE12BJ8LTLDX,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:58 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:58 PDT 2020,,,3R5F3LQFV7VZFSEQN2Z49VU266COZ5,A3GADL9NKRV8PU,Submitted,Mon May 25 11:58:31 PDT 2020,Mon May 25 11:59:23 PDT 2020,Mon Jun 01 11:59:23 PDT 2020,,,,52,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-04-26_13-55-45.jpg,2,,False,"[{""height"":26,""label"":""Car"",""left"":224,""top"":157,""width"":37},{""height"":12,""label"":""Car"",""left"":100,""top"":95,""width"":17},{""height"":6,""label"":""Car"",""left"":93,""top"":62,""width"":8},{""height"":6,""label"":""Car"",""left"":95,""top"":54,""width"":8},{""height"":4,""label"":""Car"",""left"":101,""top"":47,""width"":7}]",576,704,x,
3J6BHNX0VD3KMSIZWJRGI7AYXPPNKD,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:39 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:39 PDT 2020,,,30LSNF239Z6ZDV0B00DL2NO99O82IA,A3JREL8PPNS8L2,Submitted,Mon May 25 11:27:42 PDT 2020,Mon May 25 11:27:48 PDT 2020,Mon Jun 01 11:27:48 PDT 2020,,,,6,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-08_13-58-01.jpg,2,,False,[],576,704,x,
3NZ1E5QA73CF308ZM6I1PNRMJAH5BM,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:54 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:54 PDT 2020,,,3E337GFOLEJH6QJ9WVB29ZER56BGNR,AP9QHU7EJQEPR,Submitted,Mon May 25 11:48:03 PDT 2020,Mon May 25 11:49:17 PDT 2020,Mon Jun 01 11:49:17 PDT 2020,,,,74,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150309_r0_w0_2020-03-17_07-58-14.jpg,2,,False,[],576,704,x,
3ULIZ0H1WEGEQ2Q7K9PCJBEDXYQ15Z,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:50 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:50 PDT 2020,,,3RKNTXVS3R9UARW0SQ4WE4XOGU7A4I,A2DJUEEP4RUC0J,Submitted,Mon May 25 12:08:30 PDT 2020,Mon May 25 12:08:37 PDT 2020,Mon Jun 01 12:08:37 PDT 2020,,,,7,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r2_w1_2020-03-10_01-54-08.jpg,2,,False,[],576,720,x,
3LOJFQ4BP1QB0GRM7PDDM2Y4JLODKM,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:58 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:58 PDT 2020,,,3570Y55XZUUBIPNN3XKDQFCY9QIGYK,A2519LCLPN7Y6I,Submitted,Mon May 25 12:02:16 PDT 2020,Mon May 25 12:02:31 PDT 2020,Mon Jun 01 12:02:31 PDT 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-04-26_19-55-45.jpg,2,,False,"[{""height"":37,""label"":""Car"",""left"":160,""top"":159,""width"":46}]",576,704,x,
3G9UA71JWZ508NKUYRAFLVOVILL7JO,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:46 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:46 PDT 2020,,,3STRJBFXO12K3PKCJIITGQCC15GKT1,A1M2NBFB7EX8I0,Submitted,Mon May 25 11:59:09 PDT 2020,Mon May 25 11:59:24 PDT 2020,Mon Jun 01 11:59:24 PDT 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r2_w4_2020-03-15_19-58-01.jpg,2,,False,"[{""height"":29,""label"":""Car"",""left"":433,""top"":99,""width"":34}]",576,704,x,
3UL5XDRDOGUW12ASJUYRYL1LB4W85Q,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:54 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:54 PDT 2020,,,3R2PKQ87N1JPKZ44AIW5HW27FTXIMP,AP9QHU7EJQEPR,Submitted,Mon May 25 12:10:20 PDT 2020,Mon May 25 12:10:36 PDT 2020,Mon Jun 01 12:10:36 PDT 2020,,,,16,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150309_r0_w0_2020-03-17_19-58-14.jpg,2,,False,[],576,704,x,
3TD33TP5EPDC96KGH29IXY78BOIABX,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:50 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:50 PDT 2020,,,3EICBYG649786OCJFBNRQ1CVYUBCJ6,A27ENV44NIXJO8,Submitted,Mon May 25 11:34:36 PDT 2020,Mon May 25 11:34:47 PDT 2020,Mon Jun 01 11:34:47 PDT 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r2_w1_2020-03-10_07-54-08.jpg,2,,False,"[{""height"":39,""label"":""Car"",""left"":80,""top"":109,""width"":39}]",576,720,,Incorrect classification of Image #1. Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles). 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
3WRBLBQ2HVJCZAU95M4393MSIFYG0T,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:58 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:58 PDT 2020,,,30LB5CDZNHLECBM7LHXTJUYK83UZ0O,A3GADL9NKRV8PU,Submitted,Mon May 25 11:52:50 PDT 2020,Mon May 25 11:53:16 PDT 2020,Mon Jun 01 11:53:16 PDT 2020,,,,26,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-04-27_01-55-45.jpg,2,,False,[],576,704,x,
38F60IALBKSG4FGFPM3A8M1H895T0E,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:47 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:47 PDT 2020,,,3GDTJDAPVZMWVTSR1WKE478TCXM8M1,A2RTMX54WY0V08,Submitted,Mon May 25 11:38:03 PDT 2020,Mon May 25 11:38:32 PDT 2020,Mon Jun 01 11:38:32 PDT 2020,,,,29,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r2_w4_2020-03-30_07-58-01.jpg,2,,False,[],576,704,,Incorrect classification of Image #1. Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles). 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
3D06DR5239U8SXOD8RZRBEI2NNMAMM,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:54 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:54 PDT 2020,,,3ZPPDN2SL07YXAJOPQ29RVYVN1H9E6,AP9QHU7EJQEPR,Submitted,Mon May 25 11:56:45 PDT 2020,Mon May 25 11:57:00 PDT 2020,Mon Jun 01 11:57:00 PDT 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150309_r0_w0_2020-03-18_07-58-14.jpg,2,,False,[],576,704,x,
388FBO7J0V4F6X7G0YS7RFP9V4YYNJ,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:50 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:50 PDT 2020,,,3WSELTNVR8DERCBQ7R54MC9GWTNTAW,A1M2NBFB7EX8I0,Submitted,Mon May 25 12:06:07 PDT 2020,Mon May 25 12:06:29 PDT 2020,Mon Jun 01 12:06:29 PDT 2020,,,,22,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r2_w1_2020-03-10_13-54-08.jpg,2,,False,"[{""height"":16,""label"":""Car"",""left"":116,""top"":154,""width"":17},{""height"":9,""label"":""Car"",""left"":91,""top"":124,""width"":12},{""height"":6,""label"":""Car"",""left"":97,""top"":113,""width"":10}]",576,720,x,
3ZXNP4Z3AVW63D8U1CMS1A1NMAQ7LQ,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:47 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:47 PDT 2020,,,33CUSNVVNSNHA4QN7VAVZP7YSS288I,A1M2NBFB7EX8I0,Submitted,Mon May 25 12:01:06 PDT 2020,Mon May 25 12:01:26 PDT 2020,Mon Jun 01 12:01:26 PDT 2020,,,,20,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r2_w4_2020-03-31_19-58-01.jpg,2,,False,"[{""height"":9,""label"":""Car"",""left"":467,""top"":61,""width"":9}]",576,704,x,
3ZURAPD29CY6SZJWQL2L5N5QMS41FI,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:54 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:54 PDT 2020,,,3XXU1SWE8R6DB3EZ9PHU217BZINA0Y,A3C70QDTU4F2GX,Submitted,Mon May 25 11:49:38 PDT 2020,Mon May 25 11:49:49 PDT 2020,Mon Jun 01 11:49:49 PDT 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150309_r0_w0_2020-03-19_13-58-14.jpg,2,,False,[],576,704,x,
32PT7WK7EQQ54IJFMJLE5GH28Z2D3B,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:50 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:50 PDT 2020,,,3WETL7AQWYJCMP1FXG8WWOPWAG535F,A2G4SX2VMF4YLJ,Submitted,Mon May 25 11:41:27 PDT 2020,Mon May 25 11:41:55 PDT 2020,Mon Jun 01 11:41:55 PDT 2020,,,,28,77% (33/43),76% (31/41),73% (27/37),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r2_w1_2020-03-11_07-54-08.jpg,2,,False,"[{""height"":25,""label"":""Car"",""left"":198,""top"":255,""width"":49},{""height"":48,""label"":""Trailer"",""left"":206,""top"":185,""width"":53}]",576,720,,Incorrect classification of Image #1. Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles). 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
3MGHRFQY3P0CL1F9ZSQ9G3TWNBO0YB,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:47 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:47 PDT 2020,,,3IO1LGZLKE8U6Q7ZEGDXFBB7MX868Q,A2G4SX2VMF4YLJ,Submitted,Mon May 25 11:41:56 PDT 2020,Mon May 25 11:43:16 PDT 2020,Mon Jun 01 11:43:16 PDT 2020,,,,80,77% (33/43),76% (31/41),73% (27/37),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r2_w4_2020-04-03_07-58-01.jpg,2,,False,"[{""height"":42,""label"":""Car"",""left"":422,""top"":124,""width"":61}]",576,704,x,
3ZLW647WBP6I18LZPU1X9XQYB8D32S,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:50 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:50 PDT 2020,,,3IXQG4FA2Y90Q774FZ0JQNSAK469B8,A1M2NBFB7EX8I0,Submitted,Mon May 25 12:07:16 PDT 2020,Mon May 25 12:07:57 PDT 2020,Mon Jun 01 12:07:57 PDT 2020,,,,41,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r2_w1_2020-03-11_13-54-08.jpg,2,,False,"[{""height"":83,""label"":""Van"",""left"":299,""top"":384,""width"":62},{""height"":45,""label"":""Car"",""left"":341,""top"":368,""width"":46},{""height"":18,""label"":""Car"",""left"":223,""top"":220,""width"":20},{""height"":36,""label"":""Truck"",""left"":195,""top"":270,""width"":36}]",576,720,,Incorrect classification of Image #1. Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles). 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
3Z3R5YC0Q7Y71JV5S4MVBTOLEBUTFI,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:54 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:54 PDT 2020,,,3FIJLY1B6ZFBVBZR1QICV3JA46EFPP,A2RKUDGK5PQ44X,Submitted,Mon May 25 11:59:23 PDT 2020,Mon May 25 11:59:27 PDT 2020,Mon Jun 01 11:59:27 PDT 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150309_r0_w0_2020-03-19_19-58-14.jpg,2,,False,[],576,704,x,
3R15W654WH4G9VD9XBVY11IIR0HQL6,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:47 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:47 PDT 2020,,,3TXD01ZLD9SEP0AYYVLNE59INXUU49,A1NRMHZOQ5KL2W,Submitted,Mon May 25 11:43:52 PDT 2020,Mon May 25 11:44:05 PDT 2020,Mon Jun 01 11:44:05 PDT 2020,,,,13,100% (12/12),100% (12/12),100% (12/12),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r2_w4_2020-04-16_07-46-01.jpg,2,,False,"[{""height"":9,""label"":""Car"",""left"":430,""top"":58,""width"":18}]",576,704,x,
3N5YJ55YYKEEAF9DKSEROT72SDWANM,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:54 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:54 PDT 2020,,,37C0GNLMHKE6NL3QVOOD13P8XO56DW,A2519LCLPN7Y6I,Submitted,Mon May 25 11:42:04 PDT 2020,Mon May 25 11:43:04 PDT 2020,Mon Jun 01 11:43:04 PDT 2020,,,,60,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150309_r0_w0_2020-03-20_01-58-14.jpg,2,,False,[],576,704,x,
3ABAOCJ4SCF0FDVUXNWD1EX7R57QM8,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:47 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:47 PDT 2020,,,3Z4GS9HPN0L9ACGLNLQJ7PF86OR778,A1M2NBFB7EX8I0,Submitted,Mon May 25 12:07:57 PDT 2020,Mon May 25 12:08:13 PDT 2020,Mon Jun 01 12:08:13 PDT 2020,,,,16,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r3_w0_2020-03-01_01-58-01.jpg,2,,False,[],576,704,x,
